district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
Guwahati,Assam,26.1097,91.8032,2017-07-06,69.3,156.3,310.9,70.2,11.8,127.7,0.46,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.2336,94.5863,2017-07-06,8.0,38.9,85.8,68.2,36.9,1639.7,0.42,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0215,88.259,2017-07-06,158.9,304.5,547.6,67.9,8.1,74.0,0.64,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.5224,88.2385,2017-07-06,46.3,112.2,195.7,50.6,28.4,386.2,0.7,3,0,real_negative_sample,calibrated_climatological
Nongpoh,Meghalaya,25.8286,91.8767,2017-07-06,86.8,237.4,447.3,66.8,47.8,1052.2,0.54,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.0286,89.5722,2017-07-08,89.5,217.8,415.9,69.6,16.6,20.0,0.3,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.021,89.9071,2017-07-08,147.0,368.4,727.6,67.7,9.2,20.0,0.46,1,1,real_event,calibrated_climatological
Guwahati,Assam,27.1601,91.6036,2017-07-08,71.0,168.0,329.2,79.3,11.2,20.0,0.49,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.7202,94.0323,2017-07-08,36.5,101.2,188.4,72.4,19.9,1447.8,0.44,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.0647,94.2742,2017-07-08,135.8,270.8,522.0,76.5,22.1,1884.8,0.52,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.0404,89.9063,2017-07-08,70.8,163.4,287.1,72.7,8.0,102.2,0.56,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.5135,89.7903,2017-07-08,12.0,44.8,124.4,71.9,15.2,20.0,0.52,1,1,real_event,calibrated_climatological
Nongpoh,Meghalaya,25.826,91.8711,2017-07-09,98.7,236.9,473.2,64.0,47.5,850.8,0.3,3,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.2717,93.2804,2017-07-09,129.7,236.5,451.6,77.0,34.4,972.7,0.65,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1071,93.6516,2017-07-09,105.7,216.4,418.6,68.2,31.0,390.1,0.44,2,1,real_event,calibrated_climatological
Nagaon,Assam,26.5664,93.132,2017-07-09,170.8,404.9,696.1,78.4,8.0,130.8,0.51,1,1,real_event,calibrated_climatological
Imphal,Manipur,24.8351,93.899,2017-07-09,143.5,346.6,678.8,88.9,15.0,750.9,0.55,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.8277,93.5182,2017-07-09,91.5,197.7,404.8,77.9,33.1,1484.2,0.47,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.7311,93.9883,2017-07-09,73.8,184.1,328.8,71.7,43.3,1366.5,0.48,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.632,94.1007,2017-07-09,33.5,85.1,188.8,82.9,31.5,1282.6,0.67,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0845,93.6051,2017-07-09,66.8,170.5,354.1,70.5,41.8,397.2,0.43,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0929,93.6188,2017-07-09,120.9,250.5,497.0,83.8,45.1,457.0,0.52,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0596,93.501,2017-07-09,12.0,34.3,80.6,85.5,44.2,232.8,0.63,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1416,93.665,2017-07-09,12.0,53.8,116.2,75.9,39.2,468.8,0.59,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0767,93.5976,2017-07-09,104.4,194.1,310.7,81.7,41.2,447.5,0.52,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1161,93.7956,2017-07-09,111.8,245.6,429.3,73.0,37.5,417.9,0.64,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.2633,94.8148,2017-07-10,112.1,214.8,382.0,94.8,27.2,1243.9,0.48,3,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.3717,93.7068,2017-07-10,100.3,234.7,455.8,72.6,28.9,943.0,0.45,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,26.9522,93.8575,2017-07-10,114.5,246.1,450.8,80.6,43.4,347.0,0.49,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1904,91.7731,2017-07-10,83.8,173.1,291.1,82.9,8.0,20.0,0.54,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.3604,88.6519,2017-07-10,105.7,211.3,403.9,63.9,12.6,20.0,0.47,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1455,91.7936,2017-07-10,35.6,98.0,219.5,71.9,16.1,20.0,0.66,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,29.1042,94.9667,2017-07-11,51.7,106.3,162.0,57.6,40.9,1686.4,0.59,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.5838,91.8769,2017-07-11,121.0,294.1,491.3,89.1,8.0,20.0,0.49,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.2167,93.6305,2017-07-11,116.9,256.9,493.2,61.5,40.6,390.7,0.32,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6911,94.0948,2017-07-12,67.8,150.4,310.9,88.2,28.8,1403.8,0.54,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.0404,88.9493,2017-07-14,74.9,148.4,272.0,78.8,41.2,281.7,0.41,3,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,29.2165,96.6899,2017-07-15,113.6,208.6,380.3,69.6,35.6,2019.4,0.54,2,0,real_negative_sample,calibrated_climatological
Phek,Nagaland,25.9387,94.4472,2017-07-23,85.3,185.0,315.6,82.0,28.7,1477.2,0.56,3,0,real_negative_sample,calibrated_climatological
Karimganj,Assam,24.6032,92.1044,2017-07-24,64.1,156.0,274.6,77.0,9.6,29.9,0.47,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.858,95.9887,2017-08-06,35.4,81.5,147.4,67.0,28.9,1263.1,0.59,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,26.7007,92.4776,2017-08-10,109.8,195.9,358.8,68.6,7.5,143.8,0.7,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,24.7317,89.7626,2017-08-11,63.7,127.8,208.4,85.0,35.2,383.2,0.58,3,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,24.6735,89.1353,2017-08-12,38.1,85.8,146.1,74.3,48.0,431.2,0.64,3,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.4021,96.1673,2017-08-20,78.5,159.2,279.7,65.2,36.8,1217.0,0.48,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.4389,95.2674,2017-08-25,57.9,134.1,258.5,60.9,29.5,1606.1,0.73,2,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.8512,94.8371,2017-08-28,107.6,231.8,315.1,90.0,16.9,20.0,0.41,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6135,95.9191,2017-08-28,40.7,98.8,148.9,68.0,35.6,1104.2,0.55,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.7537,89.8537,2017-09-05,31.3,62.9,140.4,77.7,12.5,39.0,0.5,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.9371,88.2364,2017-09-06,5.6,30.2,82.2,50.4,9.4,20.0,0.68,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.5248,91.788,2017-09-10,66.3,117.4,173.0,44.9,45.2,968.4,0.39,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.4129,90.0367,2017-09-12,23.9,69.0,125.4,81.0,13.0,20.0,0.55,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.052,96.4973,2017-09-21,54.1,119.6,203.3,80.4,36.4,1217.1,0.56,2,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.6997,93.4448,2017-10-28,73.0,150.0,235.0,71.5,41.2,838.4,0.5,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.1496,89.6786,2017-12-19,23.8,72.1,116.3,70.9,42.8,306.6,0.6,3,0,real_negative_sample,calibrated_climatological
